Bookmaker,Sport,Player Props,Pre-match odds,Live odds,Markets
FDJ,Football,No,Yes,No,"ML, Spread, Totals, Both Teams To Score, BTTS"
FDJ,Handball,No,Yes,No,ML
FDJ,Ice Hockey,No,Yes,Yes,ML
FDJ,MMA,No,Yes,No,ML
FDJ,Rugby,No,Yes,No,ML
FDJ,Tennis,No,Yes,Yes,ML
FDJ,Volleyball,No,Yes,No,ML
FG6 (Loterj),American Football,No,Yes,No,"ML, Spread, Totals"
FG6 (Loterj),Baseball,No,Yes,Yes,"ML, Spread, Totals"
FG6 (Loterj),Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
FG6 (Loterj),Darts,No,Yes,No,"ML, Spread, Totals"
FG6 (Loterj),Esports,No,Yes,Yes,"ML, Spread, Totals"
FG6 (Loterj),Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
FG6 (Loterj),Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
FG6 (Loterj),Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
FG6 (Loterj),Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
FG6 (Loterj),Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Fair999 Exchange,American Football,No,Yes,Yes,"ML, Spread, Totals"
Fair999 Exchange,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Fair999 Exchange,Boxing,No,Yes,No,ML
Fair999 Exchange,Cricket,No,Yes,Yes,ML
Fair999 Exchange,Darts,No,Yes,Yes,"ML, Spread"
Fair999 Exchange,Esports,No,Yes,Yes,"ML, Spread"
Fair999 Exchange,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Both Teams To Score, Double Chance, European Handicap, ML HT"
Fair999 Exchange,Handball,No,Yes,Yes,"ML, Spread, 3-Way Result"
Fair999 Exchange,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Fair999 Exchange,MMA,No,Yes,No,ML
Fair999 Exchange,Rugby,No,Yes,No,"ML, Spread, Totals"
Fair999 Exchange,Snooker,No,Yes,Yes,ML
Fair999 Exchange,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games)"
Fair999 Exchange,Volleyball,No,Yes,Yes,ML
FairPari,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away"
FairPari,Baseball,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, Both Teams To Score"
FairPari,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
FairPari,Darts,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
FairPari,Esports,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
FairPari,Football,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
FairPari,Handball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
FairPari,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Both Teams To Score, Double Chance"
FairPari,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
FairPari,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
FanDuel,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Player Props, ML HT, Passing Yards, Rushing Yards, Team Total Away HT, Team Total Home HT"
FanDuel,Baseball,No,Yes,Yes,"ML, Spread, Totals"
FanDuel,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, Player Props, ML HT, Points, Spread 2Q, Spread 3Q, Spread 4Q, Totals 2Q, Totals 3Q, Totals 4Q"
FanDuel,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Anytime Goalscorer, Both Teams To Score, ML HT, Player Shots, Player Shots on Target, Player To Assist"
FanDuel,Handball,No,Yes,Yes,3-Way Result
FanDuel,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
FanDuel,MMA,No,Yes,Yes,ML
FanDuel,Rugby,No,Yes,Yes,ML
FanDuel,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 1st Set, ML 2nd Set, Spread (Games), Totals (Games)"
FanDuel,Volleyball,No,Yes,Yes,ML
Fanatics,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
Fanatics,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
Fanatics,Football,No,Yes,Yes,ML
Fanatics,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
Fanatics,Tennis,No,Yes,Yes,ML
Fezbet,Basketball,No,Yes,No,ML
Fezbet,Football,No,Yes,Yes,"ML, Spread, Totals"
Fezbet,Handball,No,Yes,No,"ML, Spread, Totals"
Fezbet,Ice Hockey,No,Yes,No,"Spread, Totals"
Fliff,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
Fliff,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away, 3-Way Result"
Fliff,Football,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Fliff,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
Fliff,MMA,No,Yes,Yes,ML
Fliff,Tennis,No,Yes,Yes,ML
FortuneJack,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
FortuneJack,Baseball,No,Yes,Yes,"Spread, Totals"
FortuneJack,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
FortuneJack,Cricket,No,Yes,No,ML
FortuneJack,Esports,No,Yes,Yes,"ML, Spread, Totals"
FortuneJack,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
FortuneJack,Handball,No,Yes,Yes,"ML, Spread, Totals"
FortuneJack,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
FortuneJack,MMA,No,Yes,No,Totals
FortuneJack,Rugby,No,Yes,Yes,"ML, Spread, Totals"
FortuneJack,Rugby Union,No,Yes,No,"ML, Spread, Totals, DNB"
FortuneJack,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
FortuneJack,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
FreshBet,Football,No,Yes,No,"ML, Spread"
GG.bet 🆕,Basketball,No,Yes,No,ML
GG.bet 🆕,Esports,No,Yes,Yes,ML
GG.bet 🆕,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Correct Score, Double Chance, Half Time / Full Time"
GG.bet 🆕,Handball,No,Yes,No,"ML, Spread, Totals"
GG.bet 🆕,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
GG.bet 🆕,Tennis,No,Yes,Yes,"ML, Spread"
Gamdom,American Football,No,Yes,No,"ML, Spread, Totals"
Gamdom,Baseball,No,Yes,No,ML
Gamdom,Basketball,No,Yes,No,"ML, Spread, Totals"
Gamdom,Football,No,Yes,No,"ML, Spread, Totals, Both Teams To Score"
Gamdom,Handball,No,Yes,No,"ML, Spread, Totals"
Gamdom,Ice Hockey,No,Yes,No,"ML, Spread, Totals, Both Teams To Score"
Gamdom,Rugby,No,Yes,No,"ML, Spread, Totals"
Gana777,American Football,No,Yes,No,"ML, Spread"
Gana777,Basketball,No,Yes,Yes,"ML, Spread, 3-Way Result"
Gana777,Esports,No,Yes,No,"ML, Totals, 1st Map Moneyline, 2nd Map Moneyline, 3rd Map Moneyline, 1st Map Handicap, 2nd Map Handicap, 3rd Map Handicap, 1st Map Total Kills, 2nd Map Total Kills, 3rd Map Total Kills"
Gana777,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, No"
Gana777,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Gana777,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Gana777,Rugby,No,Yes,No,"ML, Spread, Totals"
Gana777,Tennis,No,Yes,No,ML
Gana777,Volleyball,No,Yes,No,ML
Goldbet IT,American Football,No,Yes,No,"Spread, Totals"
Goldbet IT,Badminton,No,Yes,Yes,ML
Goldbet IT,Bandy,No,Yes,No,ML
Goldbet IT,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Goldbet IT,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Goldbet IT,Boxing,No,Yes,Yes,ML
Goldbet IT,Cricket,No,Yes,Yes,ML
Goldbet IT,Darts,No,Yes,No,ML
Goldbet IT,Field hockey,No,Yes,No,ML
Goldbet IT,Floorball,No,Yes,No,ML
Goldbet IT,Football,No,Yes,Yes,"ML, Totals, Totals HT, ML HT"
Goldbet IT,Futsal,No,Yes,No,ML
Goldbet IT,Handball,No,Yes,Yes,"ML, Totals, 3-Way Result"
Goldbet IT,Ice Hockey,No,Yes,Yes,"ML, 3-Way Result"
Goldbet IT,Rugby,No,Yes,Yes,"ML, Spread, Totals"
Goldbet IT,Snooker,No,Yes,No,ML
Goldbet IT,Squash,No,Yes,No,ML
Goldbet IT,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 1st Set, Spread (Games), Totals (Games)"
Goldbet IT,Volleyball,No,Yes,Yes,ML
Goldbet IT,Waterpolo,No,Yes,No,ML
Golden Palace Sports BE,American Football,No,Yes,No,"ML, Spread, Totals"
Golden Palace Sports BE,Baseball,No,Yes,No,"ML, Spread, Totals"
Golden Palace Sports BE,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Golden Palace Sports BE,Esports,No,Yes,Yes,"ML, Spread, Totals"
Golden Palace Sports BE,Football,No,Yes,No,ML
Golden Palace Sports BE,Handball,No,Yes,No,"ML, Spread"
Golden Palace Sports BE,Ice Hockey,No,Yes,No,"ML, Spread, Totals"
Golden Palace Sports BE,Rugby Union,No,Yes,No,"ML, Spread"
Golden Palace Sports BE,Tennis,No,Yes,Yes,"ML, Spread, Totals"
Golden Palace Sports BE,Volleyball,No,Yes,No,"ML, Totals"
GoldenBet,Football,No,Yes,No,"ML, Spread"
GreatWin,American Football,No,Yes,No,"ML, Spread, Totals"
GreatWin,Baseball,No,Yes,No,"ML, Spread, Totals"
GreatWin,Basketball,No,Yes,Yes,"ML, Spread, Totals"
GreatWin,Esports,No,Yes,Yes,"ML, Spread, Totals"
GreatWin,Football,No,Yes,No,ML
GreatWin,Handball,No,Yes,No,"ML, Spread"
GreatWin,Ice Hockey,No,Yes,No,"ML, Spread, Totals"
GreatWin,Rugby Union,No,Yes,No,"ML, Spread"
GreatWin,Tennis,No,Yes,Yes,"ML, Spread, Totals"
GreatWin,Volleyball,No,Yes,No,"ML, Totals"
HKJC,Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT"
Hanzbet,American Football,No,Yes,No,"ML, Spread, Totals"
Hanzbet,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Hanzbet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Hanzbet,Darts,No,Yes,No,"ML, Spread, Totals"
Hanzbet,Esports,No,Yes,Yes,"ML, Spread, Totals"
Hanzbet,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Hanzbet,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Hanzbet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Hanzbet,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Hanzbet,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Hard Rock Bet,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
Hard Rock Bet,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
Hard Rock Bet,Football,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Hard Rock Bet,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
Hard Rock Bet,MMA,No,Yes,Yes,ML
Hard Rock Bet,Tennis,No,Yes,Yes,ML
Iddaa,Basketball,No,Yes,Yes,"ML, Totals"
Iddaa,Football,No,Yes,Yes,"ML, Totals, Totals HT, Team Total Home, Team Total Away"
Iddaa,Volleyball,No,Yes,Yes,"ML, Totals"
Inbet,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Inbet,Football,No,Yes,Yes,"ML, Spread, Totals"
Inkabet,American Football,No,Yes,Yes,"ML, Spread, Totals"
Inkabet,Baseball,No,Yes,No,"ML, Totals"
Inkabet,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Inkabet,Boxing,No,Yes,No,ML
Inkabet,Football,No,Yes,Yes,"ML, Totals"
Inkabet,Handball,No,Yes,No,ML
Inkabet,Ice Hockey,No,Yes,Yes,"ML, 3-Way Result"
Inkabet,Rugby,No,Yes,No,ML
Inkabet,Tennis,No,Yes,No,ML
Inkabet,Volleyball,No,Yes,No,ML
Interwetten,American Football,No,Yes,No,"ML, Spread, Totals"
Interwetten,Aussie Rules,No,Yes,No,ML
Interwetten,Badminton,No,Yes,Yes,ML
Interwetten,Baseball,No,Yes,Yes,"Spread, Totals"
Interwetten,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Interwetten,Boxing,No,Yes,Yes,ML
Interwetten,Darts,No,Yes,Yes,ML
Interwetten,Field hockey,No,Yes,No,ML
Interwetten,Floorball,No,Yes,Yes,ML
Interwetten,Football,No,Yes,Yes,"ML, Totals, European Handicap"
Interwetten,Futsal,No,Yes,Yes,ML
Interwetten,Handball,No,Yes,Yes,"ML, Totals, 3-Way Result"
Interwetten,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Interwetten,MMA,No,Yes,Yes,ML
Interwetten,Rugby,No,Yes,Yes,"ML, Totals"
Interwetten,Snooker,No,Yes,Yes,ML
Interwetten,Tennis,No,Yes,Yes,ML
Interwetten,Volleyball,No,Yes,Yes,ML
Interwetten,Waterpolo,No,Yes,Yes,ML
Ivibet,American Football,No,Yes,No,ML
Ivibet,Baseball,No,Yes,No,ML
Ivibet,Basketball,No,Yes,Yes,"ML, Totals, 3-Way Result"
Ivibet,Football,No,Yes,Yes,"ML, Spread, Totals, Both Teams To Score"
Ivibet,Handball,No,Yes,No,"ML, Spread, Totals, 3-Way Result"
Ivibet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Ivibet,Rugby,No,Yes,No,"ML, Spread"
JackBit,Football,No,Yes,No,"ML, Spread"
Jogão,American Football,No,Yes,No,"ML, Spread, Totals"
Jogão,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Jogão,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Jogão,Darts,No,Yes,No,"ML, Spread, Totals"
Jogão,Esports,No,Yes,Yes,"ML, Spread, Totals"
Jogão,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Jogão,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Jogão,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Jogão,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Jogão,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
JustBet,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
JustBet,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
JustBet,Boxing,No,Yes,Yes,ML
JustBet,Darts,No,Yes,Yes,ML
JustBet,Esports,No,Yes,Yes,ML
JustBet,Football,No,Yes,Yes,ML
JustBet,Handball,No,Yes,Yes,ML
JustBet,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
JustBet,Snooker,No,Yes,No,ML
JustBet,Volleyball,No,Yes,Yes,ML
KTO,American Football,No,Yes,Yes,"ML, Spread"
KTO,Baseball,No,Yes,No,"ML, Spread"
KTO,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, 3-Way Result"
KTO,Cricket,No,Yes,No,ML
KTO,Esports,No,Yes,Yes,"ML, Spread, 3-Way Result"
KTO,Football,Yes,Yes,Yes,"ML, Spread, Totals, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Anytime Goalscorer, Corners Totals Away, Corners Totals Home, Goalkeeper Saves, Goalkeeper Saves Away, Goalkeeper Saves Home, Player Fouls, Player Shots, Player Shots on Target, Player To Assist, Player To Score or Assist, To Score 2+ Goals, To Score 3+ Goals, Total Fouls, Total Fouls Away, Total Fouls Home, Total Offsides, Total Shots, Total Shots Away, Total Shots Home, Total Shots on Target, Total Shots on Target Away, Total Shots on Target Home"
KTO,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
KTO,Honor Of Kings,No,Yes,No,Spread
KTO,Ice Hockey,Yes,Yes,Yes,"ML, Spread, 3-Way Result, Player Points, Player Shots, To Score 2+ Goals, To Score 3+ Goals"
KTO,Rocket League,No,Yes,No,Spread
KTO,Tennis,No,Yes,Yes,"ML, Spread"
KTO,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
Kalshi,Football,No,Yes,Yes,"ML, Spread, Totals, Both Teams To Score"
Kalshi,MMA,No,Yes,Yes,ML
Kalshi,Tennis,No,Yes,Yes,ML
Kalshi 🆕,American Football,No,Yes,No,"ML, Spread, Totals"
Kalshi 🆕,Basketball,No,Yes,No,"ML, Spread, Totals"
Kalshi 🆕,Ice Hockey,No,Yes,No,"Spread, Totals"
Kambi,American Football,No,Yes,Yes,"ML, Spread"
Kambi,Baseball,No,Yes,No,"ML, Spread"
Kambi,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, 3-Way Result"
Kambi,Cricket,No,Yes,No,ML
Kambi,Esports,No,Yes,Yes,"ML, Spread, 3-Way Result"
Kambi,Football,Yes,Yes,Yes,"ML, Spread, Totals, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Anytime Goalscorer, Corners Totals Away, Corners Totals Home, Goalkeeper Saves, Goalkeeper Saves Away, Goalkeeper Saves Home, Most Shots on Target, Player Fouls, Player Shots, Player Shots on Target, Player To Assist, Player To Score or Assist, To Score 2+ Goals, To Score 3+ Goals, Total Fouls, Total Fouls Away, Total Fouls Home, Total Offsides, Total Shots, Total Shots Away, Total Shots Home, Total Shots on Target, Total Shots on Target Away, Total Shots on Target Home"
Kambi,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Kambi,Honor Of Kings,No,Yes,No,Spread
Kambi,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, 3-Way Result, Player Points, Player Shots, Points, To Score 2+ Goals, To Score 3+ Goals"
Kambi,Rocket League,No,Yes,No,Spread
Kambi,Tennis,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result, Set Handicap, Spread (Games), Totals (Games)"
Kambi,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
LVbet PL 🆕,Basketball,No,Yes,No,ML
LVbet PL 🆕,Football,No,Yes,Yes,"ML, Spread, Totals"
LVbet PL 🆕,Tennis,No,Yes,Yes,ML
LVbet PL 🆕,Volleyball,No,Yes,No,ML
Ladbrokes,American Football,No,Yes,No,"ML, Totals"
Ladbrokes,Baseball,No,Yes,No,ML
Ladbrokes,Basketball,No,Yes,No,"ML, Totals, 3-Way Result"
Ladbrokes,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Double Chance, European Handicap, First Team To Score"
Ladbrokes,Handball,No,Yes,No,"ML, Totals, 3-Way Result, Double Chance"
Ladbrokes,Ice Hockey,No,Yes,No,ML
Ladbrokes,Rugby,No,Yes,No,ML
Ladbrokes,Tennis,No,Yes,No,ML
Ladbrokes,Volleyball,No,Yes,No,ML
Ladbrokes DE,American Football,No,Yes,No,"ML, Totals"
Ladbrokes DE,Baseball,No,Yes,No,ML
Ladbrokes DE,Basketball,No,Yes,No,"ML, Totals, 3-Way Result"
Ladbrokes DE,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Double Chance, European Handicap, First Team To Score"
Ladbrokes DE,Handball,No,Yes,No,"ML, Totals, 3-Way Result, Double Chance"
Ladbrokes DE,Ice Hockey,No,Yes,No,ML
Ladbrokes DE,Rugby,No,Yes,No,ML
Ladbrokes DE,Tennis,No,Yes,No,ML
Ladbrokes DE,Volleyball,No,Yes,No,ML
LeoVegas ES,American Football,No,Yes,No,"ML, Spread, Totals, Totals HT, Spread 1Q, Completions, ML HT, Passing Yards, Receptions, Rushing Yards, Team Total Away 1Q, Team Total Away HT, Team Total Home 1Q, Team Total Home HT"
LeoVegas ES,Baseball,No,Yes,No,"Spread, Totals"
LeoVegas ES,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, 3 Point FG, Assists, ML 1Q, ML 2Q, ML 3Q, ML 4Q, ML HT, Points, Pts+Rebs+Asts, Rebounds, Totals 2Q, Totals 3Q, Totals 4Q"
LeoVegas ES,Boxing,No,Yes,No,ML
LeoVegas ES,Cricket,No,Yes,No,ML
LeoVegas ES,Darts,No,Yes,Yes,ML
LeoVegas ES,Esports,No,Yes,Yes,"ML, Totals"
LeoVegas ES,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Corners Totals HT, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT, Shots, Team Total Away HT, Team Total Home HT"
LeoVegas ES,Handball,No,Yes,No,"Totals, 3-Way Result"
LeoVegas ES,Ice Hockey,No,Yes,No,"Spread, Totals, 3-Way Result"
LeoVegas ES,Rugby,No,Yes,No,ML
LeoVegas ES,Rugby Union,No,Yes,No,"Spread, Totals"
LeoVegas ES,Snooker,No,Yes,No,ML
LeoVegas ES,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
LeoVegas ES,Volleyball,No,Yes,No,"ML, First Set Winner"
LeoVegas IT,American Football,No,Yes,No,"ML, Spread, Totals, Totals HT, Spread 1Q, Completions, ML HT, Pass Attempts, Receptions, Rushing Yards, TD Passes"
LeoVegas IT,Baseball,No,Yes,No,"Spread, Totals"
LeoVegas IT,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, 3 Point FG, Assists, Blocks, ML HT, Points, Pts+Asts, Pts+Rebs, Pts+Rebs+Asts, Rebounds, Steals, Steals+Blocks, Totals 2Q, Totals 3Q, Totals 4Q"
LeoVegas IT,Cricket,No,Yes,No,ML
LeoVegas IT,Esports,No,Yes,Yes,Totals
LeoVegas IT,Football,No,Yes,Yes,"ML, Totals, Totals HT, Team Total Home, Team Total Away, Corners Totals, Corners Totals HT, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT, Team Total Away HT, Team Total Home HT"
LeoVegas IT,Handball,No,Yes,Yes,"ML, Totals"
LeoVegas IT,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
LeoVegas IT,Rugby,No,Yes,Yes,ML
LeoVegas IT,Rugby Union,No,Yes,No,"Spread, Totals"
LeoVegas IT,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
LeoVegas IT,Volleyball,No,Yes,Yes,"ML, Totals, First Set Winner, ML 2nd Set"
LeoVegas NL 🆕,American Football,No,Yes,No,"Spread, Totals"
LeoVegas NL 🆕,Baseball,No,Yes,No,"Spread, Totals"
LeoVegas NL 🆕,Basketball,No,Yes,No,"Spread, Totals"
LeoVegas NL 🆕,Cricket,No,Yes,No,ML
LeoVegas NL 🆕,Football,No,Yes,No,"ML, Totals"
LeoVegas NL 🆕,Handball,No,Yes,No,"ML, Spread, Totals"
LeoVegas NL 🆕,Ice Hockey,No,Yes,No,"Spread, Totals"
LeoVegas NL 🆕,Rugby Union,No,Yes,No,"Spread, Totals"
LeoVegas NL 🆕,Tennis,No,Yes,No,"Spread, Totals"
LeoVegas NL 🆕,Volleyball,No,Yes,No,Spread
LeoVegas 🆕,American Football,No,Yes,No,"Spread, Totals"
LeoVegas 🆕,Baseball,No,Yes,No,"Spread, Totals"
LeoVegas 🆕,Basketball,No,Yes,No,"Spread, Totals"
LeoVegas 🆕,Cricket,No,Yes,No,ML
LeoVegas 🆕,Football,No,Yes,No,"ML, Totals"
LeoVegas 🆕,Handball,No,Yes,No,"ML, Spread, Totals"
LeoVegas 🆕,Ice Hockey,No,Yes,No,"Spread, Totals"
LeoVegas 🆕,Rugby Union,No,Yes,No,"Spread, Totals"
LeoVegas 🆕,Tennis,No,Yes,No,"Spread, Totals"
LeoVegas 🆕,Volleyball,No,Yes,No,Spread
LibraBet,American Football,No,Yes,No,"ML, Spread, Totals"
LibraBet,Baseball,No,Yes,No,"ML, Spread, Totals"
LibraBet,Basketball,No,Yes,Yes,"ML, Spread, Totals"
LibraBet,Esports,No,Yes,Yes,"ML, Spread, Totals"
LibraBet,Football,No,Yes,No,ML
LibraBet,Handball,No,Yes,No,"ML, Spread"
LibraBet,Ice Hockey,No,Yes,No,"ML, Spread, Totals"
LibraBet,Rugby Union,No,Yes,No,"ML, Spread"
LibraBet,Tennis,No,Yes,Yes,"ML, Spread, Totals"
LibraBet,Volleyball,No,Yes,No,"ML, Totals"
Liderbet,American Football,No,Yes,No,"ML, Spread, Totals"
Liderbet,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Liderbet,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Liderbet,Darts,No,Yes,No,"ML, Spread, Totals"
Liderbet,Esports,No,Yes,Yes,"ML, Spread, Totals"
