Bookmaker,Sport,Player Props,Pre-match odds,Live odds,Markets
BetOnRed,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
BetOnRed,Baseball,No,Yes,Yes,"Spread, Totals"
BetOnRed,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
BetOnRed,Cricket,No,Yes,No,ML
BetOnRed,Esports,No,Yes,Yes,"ML, Spread, Totals"
BetOnRed,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
BetOnRed,Handball,No,Yes,Yes,"ML, Spread, Totals"
BetOnRed,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
BetOnRed,MMA,No,Yes,No,Totals
BetOnRed,Rugby,No,Yes,No,"ML, Spread, Totals"
BetOnRed,Rugby Union,No,Yes,No,"ML, Spread, Totals, DNB"
BetOnRed,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
BetOnRed,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
BetOnline.ag,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Spread 1Q, Totals 1Q, Player Props, Team Total Home, Team Total Away, ML 1Q, ML HT"
BetOnline.ag,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Totals HT, Player Props, Team Total Home, Team Total Away, ML 1Q, ML HT"
BetOnline.ag,Boxing,No,Yes,Yes,ML
BetOnline.ag,Darts,No,Yes,Yes,ML
BetOnline.ag,Football,Yes,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Anytime Goalscorer, Both Teams To Score, European Handicap, ML HT, Player Shots, Player Shots on Target, Player To Assist"
BetOnline.ag,Handball,No,Yes,No,"Totals, 3-Way Result"
BetOnline.ag,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
BetOnline.ag,MMA,No,Yes,Yes,ML
BetOnline.ag,Rugby,No,Yes,No,ML
BetOnline.ag,Snooker,No,Yes,No,ML
BetOnline.ag,Tennis,No,Yes,Yes,"ML, First Set Winner"
BetOnline.ag,Volleyball,No,Yes,No,ML
BetParx,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
BetParx,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
BetParx,Football,No,Yes,Yes,"ML, Totals, 3-Way Result"
BetParx,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
BetParx,MMA,No,Yes,Yes,ML
BetParx,Tennis,No,Yes,Yes,ML
BetRivers,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
BetRivers,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
BetRivers,Football,Yes,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Anytime Goalscorer, Player Shots, Player Shots on Target, Player To Assist"
BetRivers,Ice Hockey,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, Team Total Home, Team Total Away"
BetRivers,MMA,No,Yes,Yes,ML
BetRivers,Tennis,No,Yes,Yes,ML
BetUK,American Football,No,Yes,Yes,"ML, Spread"
BetUK,Baseball,No,Yes,No,"ML, Spread"
BetUK,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props, 3-Way Result"
BetUK,Cricket,No,Yes,No,ML
BetUK,Esports,No,Yes,Yes,"ML, Spread, 3-Way Result"
BetUK,Football,Yes,Yes,Yes,"ML, Spread, Totals, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Anytime Goalscorer, Corners Totals Away, Corners Totals Home, Goalkeeper Saves, Goalkeeper Saves Away, Goalkeeper Saves Home, Player Fouls, Player Shots, Player Shots on Target, Player To Assist, Player To Score or Assist, To Score 2+ Goals, To Score 3+ Goals, Total Fouls, Total Fouls Away, Total Fouls Home, Total Offsides, Total Shots, Total Shots Away, Total Shots Home, Total Shots on Target, Total Shots on Target Away, Total Shots on Target Home"
BetUK,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
BetUK,Honor Of Kings,No,Yes,No,Spread
BetUK,Ice Hockey,Yes,Yes,Yes,"ML, Spread, 3-Way Result, Player Points, Player Shots, To Score 2+ Goals, To Score 3+ Goals"
BetUK,Rocket League,No,Yes,No,Spread
BetUK,Tennis,No,Yes,Yes,"ML, Spread"
BetUK,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
BetWinner,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away"
BetWinner,Baseball,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away, Both Teams To Score"
BetWinner,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
BetWinner,Darts,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
BetWinner,Esports,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
BetWinner,Football,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
BetWinner,Handball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
BetWinner,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result, Both Teams To Score, Double Chance"
BetWinner,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
BetWinner,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betano,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betano,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
Betano,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, Double Chance"
Betano,Handball,No,Yes,Yes,"ML, Totals"
Betano,Ice Hockey,No,Yes,Yes,Totals
Betano,Rugby,No,Yes,No,"ML, Spread"
Betano,Volleyball,No,Yes,Yes,ML
Betano BG,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betano BG,Basketball,No,Yes,Yes,"ML, Totals"
Betano BG,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, Double Chance"
Betano BG,Handball,No,Yes,Yes,"ML, Totals"
Betano BG,Ice Hockey,No,Yes,No,Totals
Betano BG,Rugby,No,Yes,No,"ML, Spread"
Betano BG,Volleyball,No,Yes,Yes,ML
Betano BR,Baseball,No,Yes,No,"Spread, Totals"
Betano BR,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
Betano BR,Esports,No,Yes,No,"ML, Totals"
Betano BR,Football,No,Yes,No,"ML, Totals, Both Teams To Score, Double Chance"
Betano BR,Handball,No,Yes,No,"Totals, 3-Way Result"
Betano BR,Ice Hockey,Yes,Yes,No,"ML, Totals, Player Props"
Betano BR,Tennis,No,Yes,No,"ML, Spread"
Betano BR,Volleyball,No,Yes,No,ML
Betano CA,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betano CA,Basketball,No,Yes,Yes,"ML, Totals"
Betano CA,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, Double Chance"
Betano CA,Handball,No,Yes,Yes,"ML, Totals"
Betano CA,Ice Hockey,No,Yes,No,Totals
Betano CA,Rugby,No,Yes,No,"ML, Spread"
Betano CA,Volleyball,No,Yes,Yes,ML
Betano DE,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betano DE,Basketball,No,Yes,Yes,"ML, Totals"
Betano DE,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, Double Chance"
Betano DE,Handball,No,Yes,Yes,"ML, Totals"
Betano DE,Ice Hockey,No,Yes,No,Totals
Betano DE,Rugby,No,Yes,No,"ML, Spread"
Betano DE,Volleyball,No,Yes,Yes,ML
Betano DK,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betano DK,Baseball,No,Yes,Yes,"Spread, Totals"
Betano DK,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Betano DK,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, Double Chance"
Betano DK,Handball,No,Yes,Yes,"ML, Totals"
Betano DK,Ice Hockey,No,Yes,Yes,Totals
Betano DK,Rugby,No,Yes,No,"ML, Spread"
Betano DK,Volleyball,No,Yes,Yes,ML
Betano MX,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betano MX,Basketball,No,Yes,Yes,"ML, Totals"
Betano MX,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, Double Chance"
Betano MX,Handball,No,Yes,Yes,"ML, Totals"
Betano MX,Ice Hockey,No,Yes,No,Totals
Betano MX,Rugby,No,Yes,No,"ML, Spread"
Betano MX,Volleyball,No,Yes,Yes,ML
Betano PE,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betano PE,Basketball,No,Yes,Yes,"ML, Totals"
Betano PE,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, Double Chance"
Betano PE,Handball,No,Yes,Yes,"ML, Totals"
Betano PE,Ice Hockey,No,Yes,No,Totals
Betano PE,Rugby,No,Yes,No,"ML, Spread"
Betano PE,Volleyball,No,Yes,Yes,ML
Betano PT 🆕,American Football,No,Yes,No,"ML, Totals"
Betano PT 🆕,Basketball,No,Yes,No,"ML, Totals"
Betano PT 🆕,Football,No,Yes,No,"ML, Totals, Both Teams To Score, Double Chance"
Betano PT 🆕,Handball,No,Yes,No,"Totals, 3-Way Result"
Betano PT 🆕,Ice Hockey,No,Yes,No,"ML, Totals"
Betano PT 🆕,Tennis,No,Yes,No,ML
Betano PT 🆕,Volleyball,No,Yes,No,ML
Betcenter BE,American Football,No,Yes,No,"ML, Spread, Totals"
Betcenter BE,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away"
Betcenter BE,Cricket,No,Yes,No,ML
Betcenter BE,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Both Teams To Score, Both Teams To Score HT, European Handicap, ML HT"
Betcenter BE,Handball,No,Yes,No,ML
Betcenter BE,Ice Hockey,No,Yes,Yes,"Spread, Totals, 3-Way Result"
Betcenter BE,Rugby,No,Yes,No,"ML, Spread, Totals"
Betcenter BE,Tennis,No,Yes,Yes,"ML, Totals, First Set Winner"
Betcenter BE,Volleyball,No,Yes,Yes,ML
Betclic FR 🆕,American Football,No,Yes,No,"ML, Spread, Totals"
Betclic FR 🆕,Basketball,No,Yes,No,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betclic FR 🆕,Football,Yes,Yes,No,"ML, Totals, Team Total Home, Team Total Away, Anytime Goalscorer, Both Teams To Score, Correct Score, Double Chance, ML HT"
Betclic FR 🆕,Ice Hockey,Yes,Yes,No,"ML, Totals, Anytime Goalscorer, Double Chance, First Team To Score"
Betclic PL 🆕,American Football,No,Yes,No,"ML, Spread, Totals"
Betclic PL 🆕,Basketball,No,Yes,No,ML
Betclic PL 🆕,Football,No,Yes,No,"ML, Totals, Team Total Home, Team Total Away, Both Teams To Score, Correct Score, Double Chance, First Team To Score, ML HT"
Betclic PL 🆕,Ice Hockey,Yes,Yes,No,"ML, Anytime Goalscorer"
Betcris,American Football,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
Betcris,Basketball,Yes,Yes,Yes,"ML, Spread, Totals, Player Props"
Betcris,Boxing,No,Yes,Yes,ML
Betcris,Darts,No,Yes,Yes,ML
Betcris,Esports,No,Yes,Yes,ML
Betcris,Football,No,Yes,Yes,ML
Betcris,Handball,No,Yes,Yes,ML
Betcris,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
Betcris,Snooker,No,Yes,No,ML
Betcris,Volleyball,No,Yes,Yes,ML
Betfair ES,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home"
Betfair ES,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Betfair ES,Darts,No,Yes,Yes,"ML, Spread, Totals"
Betfair ES,Esports,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, 3-Way Result"
Betfair ES,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Bookings Totals Away, Bookings Totals Home, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Betfair ES,Handball,No,Yes,Yes,"ML, Spread, Draw No Bet, 3-Way Result, Double Chance"
Betfair ES,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Both Teams To Score, Double Chance"
Betfair ES,Tennis,No,Yes,Yes,"ML, Spread, Totals, Totals (Games)"
Betfair ES,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
Betfair Exchange,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betfair Exchange,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Betfair Exchange,Boxing,No,Yes,Yes,ML
Betfair Exchange,Cricket,No,Yes,Yes,ML
Betfair Exchange,Darts,No,Yes,Yes,"ML, Spread, Totals"
Betfair Exchange,Esports,No,Yes,Yes,"ML, Spread"
Betfair Exchange,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Totals, Bookings Totals, Both Teams To Score, Double Chance, European Handicap, ML HT"
Betfair Exchange,Handball,No,Yes,Yes,"ML, Spread, 3-Way Result"
Betfair Exchange,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betfair Exchange,MMA,No,Yes,Yes,ML
Betfair Exchange,Rugby,No,Yes,Yes,"ML, Spread, Totals"
Betfair Exchange,Snooker,No,Yes,Yes,ML
Betfair Exchange,Tennis,No,Yes,Yes,"ML, First Set Winner, ML 1st Set, ML 2nd Set, Spread (Games), Totals (Games)"
Betfair Exchange,Volleyball,No,Yes,Yes,ML
Betfair IT,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home"
Betfair IT,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Betfair IT,Darts,No,Yes,Yes,"ML, Spread, Totals"
Betfair IT,Esports,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, 3-Way Result"
Betfair IT,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Bookings Totals Away, Bookings Totals Home, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Betfair IT,Handball,No,Yes,Yes,"ML, Spread, Draw No Bet, 3-Way Result, Double Chance"
Betfair IT,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Both Teams To Score, Double Chance"
Betfair IT,Tennis,No,Yes,Yes,"ML, Spread, Totals, Totals (Games)"
Betfair IT,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
Betfair Sportsbook,American Football,No,Yes,No,"ML, Spread, Totals, Team Total Home"
Betfair Sportsbook,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Betfair Sportsbook,Darts,No,Yes,Yes,"ML, Spread, Totals"
Betfair Sportsbook,Esports,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, 3-Way Result"
Betfair Sportsbook,Football,No,Yes,Yes,"ML, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Bookings Totals Away, Bookings Totals Home, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Betfair Sportsbook,Handball,No,Yes,Yes,"ML, Spread, Draw No Bet, Team Total Home, Team Total Away, 3-Way Result, Double Chance"
Betfair Sportsbook,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Both Teams To Score, Double Chance"
Betfair Sportsbook,Tennis,No,Yes,Yes,"ML, Spread, Totals, Totals (Games)"
Betfair Sportsbook,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
Betfalcons,American Football,No,Yes,No,"ML, Spread, Totals"
Betfalcons,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Betfalcons,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betfalcons,Darts,No,Yes,No,"ML, Spread, Totals"
Betfalcons,Esports,No,Yes,Yes,"ML, Spread, Totals"
Betfalcons,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Betfalcons,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Betfalcons,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betfalcons,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Betfalcons,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betfan PL,American Football,No,Yes,No,ML
Betfan PL,Basketball,No,Yes,Yes,"ML, Spread, Totals, ML HT"
Betfan PL,Football,No,Yes,Yes,"ML, Totals, Team Total Away, Both Teams To Score, Double Chance, ML HT"
Betfan PL,Handball,No,Yes,No,"ML, Totals, ML HT"
Betfan PL,Ice Hockey,No,Yes,Yes,"ML, Totals, 3-Way Result, Double Chance"
Betfan PL,Tennis,No,Yes,Yes,ML
Betfan PL,Volleyball,No,Yes,No,"ML, Totals"
Betfury,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Betfury,Baseball,No,Yes,Yes,"Spread, Totals"
Betfury,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Betfury,Esports,No,Yes,Yes,"ML, Spread, Totals"
Betfury,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Totals HT, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Totals, Both Teams To Score, Both Teams To Score HT, European Handicap, Half Time / Full Time, ML HT"
Betfury,Handball,No,Yes,Yes,"ML, Spread, Totals"
Betfury,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals"
Betfury,Rugby,No,Yes,No,"ML, Spread, Totals"
Betfury,Tennis,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set, Spread (Games), Totals (Games), Totals 1st Set (Games)"
Betfury,Volleyball,No,Yes,Yes,"ML, Spread, Totals, First Set Winner, ML 2nd Set"
Betfusion,American Football,No,Yes,No,"ML, Spread, Totals"
Betfusion,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Betfusion,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betfusion,Darts,No,Yes,No,"ML, Spread, Totals"
Betfusion,Esports,No,Yes,Yes,"ML, Spread, Totals"
Betfusion,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Betfusion,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Betfusion,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betfusion,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Betfusion,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betgorillas,American Football,No,Yes,No,"ML, Spread, Totals"
Betgorillas,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Betgorillas,Basketball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betgorillas,Darts,No,Yes,No,"ML, Spread, Totals"
Betgorillas,Esports,No,Yes,Yes,"ML, Spread, Totals"
Betgorillas,Football,No,Yes,Yes,"ML, Spread, Totals, Draw No Bet, Team Total Home, Team Total Away, Corners Spread, Corners Totals, Bookings Spread, Bookings Totals, Both Teams To Score, Corners Totals Away, Corners Totals Home, Double Chance, European Handicap"
Betgorillas,Handball,No,Yes,Yes,"Spread, Totals, Team Total Home, Team Total Away, 3-Way Result"
Betgorillas,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betgorillas,Tennis,No,Yes,Yes,"ML, Spread, Totals, Spread (Games), Totals (Games)"
Betgorillas,Volleyball,No,Yes,Yes,"ML, Spread, Totals, Team Total Home, Team Total Away"
Betify,American Football,No,Yes,No,"ML, Spread"
Betify,Basketball,No,Yes,Yes,"ML, Spread, 3-Way Result"
Betify,Esports,No,Yes,No,"ML, Totals, 1st Map Moneyline, 2nd Map Moneyline, 3rd Map Moneyline, 1st Map Handicap, 2nd Map Handicap, 3rd Map Handicap, 1st Map Total Kills, 2nd Map Total Kills, 3rd Map Total Kills"
Betify,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, No"
Betify,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betify,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betify,Rugby,No,Yes,No,"ML, Spread, Totals"
Betify,Tennis,No,Yes,No,ML
Betify,Volleyball,No,Yes,No,ML
Betinia DK,Basketball,Yes,Yes,No,"ML, Player Props"
Betinia DK,Football,Yes,Yes,Yes,"ML, Spread, Totals, Corners Spread, Corners Totals, Corners Totals HT, Bookings Spread, Bookings Totals, Anytime Goalscorer, Anytime TD, Bookings Totals Away, Bookings Totals Away HT, Bookings Totals Home, Bookings Totals Home HT, Bookings Totals HT, Corners Totals Away, Corners Totals Away HT, Corners Totals Home, Corners Totals Home HT, Goalkeeper Saves, Player Fouls, Player Shots, Player Shots on Target, Player To Assist, Player to be Booked, Player To Score or Assist, To Score 2+ Goals"
Betinia DK,Handball,No,Yes,No,"ML, Spread, Totals"
Betinia DK,Ice Hockey,Yes,Yes,No,"Spread, Totals, Player Props"
Betnacional,Basketball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betnacional,Football,No,Yes,Yes,"ML, Spread, Totals"
Betnacional,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betplay,American Football,No,Yes,No,"ML, Spread"
Betplay,Basketball,No,Yes,Yes,"ML, Spread, 3-Way Result"
Betplay,Esports,No,Yes,No,"ML, Totals, 1st Map Moneyline, 2nd Map Moneyline, 3rd Map Moneyline, 1st Map Handicap, 2nd Map Handicap, 3rd Map Handicap, 1st Map Total Kills, 2nd Map Total Kills, 3rd Map Total Kills"
Betplay,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, No"
Betplay,Handball,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betplay,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, 3-Way Result"
Betplay,Rugby,No,Yes,No,"ML, Spread, Totals"
Betplay,Tennis,No,Yes,No,ML
Betplay,Volleyball,No,Yes,No,ML
Betsafe,American Football,No,Yes,No,ML
Betsafe,Baseball,No,Yes,No,"ML, Totals"
Betsafe,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Betsafe,Football,No,Yes,Yes,"ML, Totals, Totals HT, Both Teams To Score, Double Chance, European Handicap, ML HT"
Betsafe,Handball,No,Yes,Yes,"ML, Double Chance"
Betsafe,Ice Hockey,No,Yes,Yes,"ML, Totals, 3-Way Result, European Handicap"
Betsafe,Rugby,No,Yes,No,"ML, 3-Way Result, European Handicap"
Betsafe,Tennis,No,Yes,Yes,ML
Betsafe,Volleyball,No,Yes,Yes,ML
Betsson,American Football,No,Yes,Yes,"ML, Spread, Totals"
Betsson,Baseball,No,Yes,No,"ML, Totals"
Betsson,Basketball,No,Yes,Yes,"ML, Spread, Totals, 2P Attempts, 3 Point FG, 3P Attempts, Assists, Assists 1Q, Blocks, Double+Double, Field Goals Attempted, Field Goals Made, Fouls, Free Throws Attempted, Free Throws Made, Points, Points 1Q, Pts+Asts, Pts+Rebs, Pts+Rebs+Asts, Rebounds, Rebounds 1Q, Rebs+Asts, Steals, Steals+Blocks, Triple+Double, Turnovers, Two Point FG"
Betsson,Boxing,No,Yes,Yes,ML
Betsson,Football,No,Yes,Yes,"ML, Totals, Totals HT, Corners Spread, Corners Totals, Corners Totals HT, Away Win to Nil, Both Teams To Score, Corners Totals Away, Corners Totals Away HT, Corners Totals Home, Corners Totals Home HT, Double Chance, European Handicap, Half Time / Full Time, Home Win to Nil, ML HT"
Betsson,Handball,No,Yes,Yes,"ML, Double Chance"
Betsson,Ice Hockey,No,Yes,Yes,"ML, Totals, 3-Way Result, European Handicap"
Betsson,Rugby,No,Yes,Yes,"ML, 3-Way Result, European Handicap"
Betsson,Tennis,No,Yes,Yes,ML
Betsson,Volleyball,No,Yes,Yes,ML
Betway,American Football,No,Yes,No,"ML, Spread, Totals"
Betway,Baseball,No,Yes,Yes,"ML, Spread, Totals"
Betway,Basketball,No,Yes,Yes,"ML, Spread, Totals"
Betway,Esports,No,Yes,Yes,Totals
Betway,Football,No,Yes,Yes,"ML, Both Teams To Score, Double Chance"
Betway,Handball,No,Yes,Yes,"ML, Spread, Totals"
Betway,Ice Hockey,No,Yes,Yes,"ML, Spread, Totals, Both Teams To Score, Double Chance"
Betway,Rugby Union,No,Yes,Yes,"ML, Totals"
Betway,Tennis,No,Yes,Yes,"ML, Spread, Totals"
Betway,Volleyball,No,Yes,Yes,"ML, Spread, Totals"
Blaze,American Football,No,Yes,No,ML
Blaze,Basketball,No,Yes,Yes,"ML, 3-Way Result"
Blaze,Esports,No,Yes,Yes,"ML, Totals, 1st Map Moneyline, 2nd Map Moneyline, 3rd Map Moneyline, 4th Map Moneyline, 5th Map Moneyline, 1st Map Total Kills, 2nd Map Total Kills, 3rd Map Total Kills, 4th Map Total Kills, 5th Map Total Kills"
Blaze,Football,No,Yes,Yes,"ML, Totals, Both Teams To Score, ML HT"
Blaze,Handball,No,Yes,Yes,"Spread, Totals, 3-Way Result"
Blaze,Ice Hockey,No,Yes,No,"ML, Totals, 3-Way Result"
Blaze,Rugby,No,Yes,No,"Spread, Totals, 3-Way Result"
Blaze,Tennis,No,Yes,Yes,ML
Blaze,Volleyball,No,Yes,Yes,ML
Bluechip,American Football,No,Yes,Yes,"ML, Spread, Totals, Spread HT, Totals HT, Spread 1Q, Totals 1Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Bluechip,Baseball,No,Yes,Yes,"Spread, Totals"
Bluechip,Basketball,No,Yes,Yes,"ML, Spread, Totals, Totals HT, Totals 1Q, Team Total Home, Team Total Away, ML 1Q, ML 2Q, ML 3Q, ML HT, Totals 2Q, Totals 3Q, Totals 4Q"
Bluechip,Cricket,No,Yes,No,ML
Bluechip,Esports,No,Yes,Yes,"ML, Spread, Totals"
